node_id,x,y,z,ux,uy,uz,rx,ry,rz,disp_mag,rot_mag
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,10.0,0.0,0.003953913133933976,-0.0035985528524447967,0.0,0.0,0.0,0.02534019946339293,0.005346308231156728,0.02534019946339293
3,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021788412711920717,0.0,0.021788412711920717
