elem_id,type,node_i,node_j,material,section,L,E,G,alpha,A,Iy,Iz,J
1,3D_frame,1,2,steel,beam_sec,10.0,4176000.0,1612800.0,6.5e-06,0.2,0.02,0.01,0.005
