node_id,x,y,z,ux,uy,uz,rx,ry,rz,disp_mag,rot_mag
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,18.176,0.0,0.0,2.7252002166936667e-05,0.0,-0.000247428663802665,0.0,0.0,0.0,0.000248924918988194,0.0
3,36.352,0.0,0.0,5.0614058471537596e-05,0.0,-0.0004198032001123244,0.0,0.0,0.0,0.0004228433631257661,0.0
4,54.528,0.0,0.0,9.570305746794974e-05,0.0,-0.0004774363411614511,0.0,0.0,0.0,0.0004869338097425021,0.0
5,72.704,0.0,0.0,0.0001413703848549546,0.0,-0.00042569073892476713,0.0,0.0,0.0,0.0004485512132637167,0.0
6,90.88,0.0,0.0,0.00016730611304270282,0.0,-0.00026382118822037263,0.0,0.0,0.0,0.00031239871128970257,0.0
7,109.055,0.0,0.0,0.00019723600030008599,0.0,0.0,0.0,0.0,0.0,0.00019723600030008599,0.0
8,18.176,0.0,20.0,0.00017615593108252425,0.0,-0.00024105674964060246,0.0,0.0,0.0,0.00029856200127083006,0.0
9,36.352,0.0,20.0,0.00013874511563904672,0.0,-0.00042531393028350455,0.0,0.0,0.0,0.00044737249178608893,0.0
10,54.528,0.0,20.0,9.788328785386521e-05,0.0,-0.0004715471969009225,0.0,0.0,0.0,0.00048159931161308775,0.0
11,72.704,0.0,20.0,5.637102430081845e-05,0.0,-0.00043047587017622983,0.0,0.0,0.0,0.0004341510879690454,0.0
12,90.88,0.0,20.0,1.7781652041937856e-05,0.0,-0.0002524931370990668,0.0,0.0,0.0,0.00025311849286740925,0.0
13,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,18.176,20.0,0.0,2.723446943991976e-05,0.0,-0.0002487798535439296,0.0,0.0,0.0,0.0002502661220681157,0.0
15,36.352,20.0,0.0,5.056844976372445e-05,0.0,-0.00042202232431620435,0.0,0.0,0.0,0.00042504118663108155,0.0
16,54.528,20.0,0.0,9.58427666908392e-05,0.0,-0.0004799109644857769,0.0,0.0,0.0,0.0004893877499086213,0.0
17,72.704,20.0,0.0,0.00014173095338593475,0.0,-0.0004278908282007086,0.0,0.0,0.0,0.000450752952298678,0.0
18,90.88,20.0,0.0,0.00016782712439699314,0.0,-0.0002653300871236044,0.0,0.0,0.0,0.00031395222377996195,0.0
19,109.055,20.0,0.0,0.00019793821189163172,0.0,0.0,0.0,0.0,0.0,0.00019793821189163172,0.0
20,18.176,20.0,20.0,0.00017659215772499395,0.0,-0.00024229048484746216,0.0,0.0,0.0,0.00029981572543411966,0.0
21,36.352,20.0,20.0,0.0001388965735939255,0.0,-0.0004276036633111242,0.0,0.0,0.0,0.0004495966537166686,0.0
22,54.528,20.0,20.0,9.793104960108289e-05,0.0,-0.0004739858030904888,0.0,0.0,0.0,0.00048399693388213253,0.0
23,72.704,20.0,20.0,5.631183501013323e-05,0.0,-0.00043270300502602316,0.0,0.0,0.0,0.00043635182286861035,0.0
24,90.88,20.0,20.0,1.754409850957636e-05,0.0,-0.00025388847504044114,0.0,0.0,0.0,0.00025449391574431485,0.0
25,18.176,5.0,0.0,8.306386117346706e-05,4.4694731819237595e-08,-0.00026863456386427864,-5.413095983500932e-06,3.235860308523456e-05,-1.1178102592673064e-05,0.00028118345600908895,3.466021897401501e-05
26,18.176,10.0,0.0,0.0001072913556719905,-5.078954781048604e-11,-0.0002835082856092398,-1.3255509752603535e-07,4.0818299601628453e-05,-1.4153084297164296e-08,0.00030313096676358627,4.081851728728001e-05
27,18.176,15.0,0.0,8.314387922408808e-05,-4.480263649974697e-08,-0.0002696417051122078,5.214302349497501e-06,3.2387344875586565e-05,1.1186911206929857e-05,0.0002821693743047335,3.4659429300464414e-05
28,36.352,5.0,0.0,8.802944651327569e-05,-2.7628446536621634e-08,-0.0004784491273568928,-1.4784494404987617e-05,3.8431113852460864e-05,-6.780329884842733e-06,0.0004864799602093975,4.173133906429568e-05
29,36.352,10.0,0.0,0.00010308263103434403,3.821080813325404e-11,-0.0005184236378961837,-1.976867172472167e-07,5.222084780370488e-05,-1.7935903783151795e-08,0.0005285726980751821,5.2221225062923695e-05
30,36.352,15.0,0.0,8.812623703925029e-05,2.770399388117775e-08,-0.00048005317630886457,1.448808509313765e-05,3.846295894140258e-05,6.794467235481377e-06,0.0004880750828575858,4.1658955882355575e-05
