elem_id,type,node_i,node_j,Fx_i_local,Fy_i_local,Fz_i_local,Mx_i_local,My_i_local,Mz_i_local,Fx_j_local,Fy_j_local,Fz_j_local,Mx_j_local,My_j_local,Mz_j_local
101,3D_truss,1,2,0.8259098595131238,0.0,0.0,0.0,0.0,0.0,-0.8259098595131238,0.0,0.0,0.0,0.0,0.0
102,3D_truss,2,3,0.7492792497013034,0.0,0.0,0.0,0.0,0.0,-0.7492792497013034,0.0,0.0,0.0,0.0,0.0
103,3D_truss,3,4,1.450890543590289,0.0,0.0,0.0,0.0,0.0,-1.450890543590289,0.0,0.0,0.0,0.0,0.0
104,3D_truss,4,5,1.4508842304441418,0.0,0.0,0.0,0.0,0.0,-1.4508842304441418,0.0,0.0,0.0,0.0,0.0
105,3D_truss,5,6,0.7492499734281033,0.0,0.0,0.0,0.0,0.0,-0.7492499734281033,0.0,0.0,0.0,0.0,0.0
106,3D_truss,6,7,0.8258795800698024,0.0,0.0,0.0,0.0,0.0,-0.8258795800698024,0.0,0.0,0.0,0.0,0.0
107,3D_truss,1,8,-1.2280184750795988,0.0,0.0,0.0,0.0,0.0,1.2280184750795988,0.0,0.0,0.0,0.0,0.0
108,3D_truss,8,9,-1.4859106059065912,0.0,0.0,0.0,0.0,0.0,1.4859106059065912,0.0,0.0,0.0,0.0,0.0
109,3D_truss,9,10,-1.5805175313589648,0.0,0.0,0.0,0.0,0.0,1.5805175313589648,0.0,0.0,0.0,0.0,0.0
110,3D_truss,10,11,-1.5805089660932747,0.0,0.0,0.0,0.0,0.0,1.5805089660932747,0.0,0.0,0.0,0.0,0.0
111,3D_truss,11,12,-1.4858954581403685,0.0,0.0,0.0,0.0,0.0,1.4858954581403685,0.0,0.0,0.0,0.0,0.0
112,3D_truss,7,12,-1.2280104567224073,0.0,0.0,0.0,0.0,0.0,1.2280104567224073,0.0,0.0,0.0,0.0,0.0
113,3D_truss,2,8,0.1825584431334315,0.0,0.0,0.0,0.0,0.0,-0.1825584431334315,0.0,0.0,0.0,0.0,0.0
114,3D_truss,3,9,-0.10410093029530643,0.0,0.0,0.0,0.0,0.0,0.10410093029530643,0.0,0.0,0.0,0.0,0.0
115,3D_truss,4,10,0.20953236781596019,0.0,0.0,0.0,0.0,0.0,-0.20953236781596019,0.0,0.0,0.0,0.0,0.0
116,3D_truss,5,11,-0.10410817336365952,0.0,0.0,0.0,0.0,0.0,0.10410817336365952,0.0,0.0,0.0,0.0,0.0
117,3D_truss,6,12,0.18255847537004488,0.0,0.0,0.0,0.0,0.0,-0.18255847537004488,0.0,0.0,0.0,0.0,0.0
118,3D_truss,3,8,0.9813336174667837,0.0,0.0,0.0,0.0,0.0,-0.9813336174667837,0.0,0.0,0.0,0.0,0.0
119,3D_truss,4,9,0.14066795666355425,0.0,0.0,0.0,0.0,0.0,-0.14066795666355425,0.0,0.0,0.0,0.0,0.0
120,3D_truss,4,11,0.14067774396923838,0.0,0.0,0.0,0.0,0.0,-0.14067774396923838,0.0,0.0,0.0,0.0,0.0
121,3D_truss,5,12,0.9813561162647151,0.0,0.0,0.0,0.0,0.0,-0.9813561162647151,0.0,0.0,0.0,0.0,0.0
122,3D_truss,3,10,-0.14156052296280475,0.0,0.0,0.0,0.0,0.0,0.14156052296280475,0.0,0.0,0.0,0.0,0.0
123,3D_truss,5,10,-0.1415732583774414,0.0,0.0,0.0,0.0,0.0,0.1415732583774414,0.0,0.0,0.0,0.0,0.0
201,3D_truss,13,14,0.8259098595131236,0.0,0.0,0.0,0.0,0.0,-0.8259098595131236,0.0,0.0,0.0,0.0,0.0
202,3D_truss,14,15,0.7492792497013032,0.0,0.0,0.0,0.0,0.0,-0.7492792497013032,0.0,0.0,0.0,0.0,0.0
203,3D_truss,15,16,1.4508905435902901,0.0,0.0,0.0,0.0,0.0,-1.4508905435902901,0.0,0.0,0.0,0.0,0.0
204,3D_truss,16,17,1.4508842304441458,0.0,0.0,0.0,0.0,0.0,-1.4508842304441458,0.0,0.0,0.0,0.0,0.0
205,3D_truss,17,18,0.7492499734281068,0.0,0.0,0.0,0.0,0.0,-0.7492499734281068,0.0,0.0,0.0,0.0,0.0
206,3D_truss,18,19,0.825879580069806,0.0,0.0,0.0,0.0,0.0,-0.825879580069806,0.0,0.0,0.0,0.0,0.0
207,3D_truss,13,20,-1.2280184750796015,0.0,0.0,0.0,0.0,0.0,1.2280184750796015,0.0,0.0,0.0,0.0,0.0
208,3D_truss,20,21,-1.485910605906592,0.0,0.0,0.0,0.0,0.0,1.485910605906592,0.0,0.0,0.0,0.0,0.0
209,3D_truss,21,22,-1.5805175313589657,0.0,0.0,0.0,0.0,0.0,1.5805175313589657,0.0,0.0,0.0,0.0,0.0
210,3D_truss,22,23,-1.5805089660932776,0.0,0.0,0.0,0.0,0.0,1.5805089660932776,0.0,0.0,0.0,0.0,0.0
211,3D_truss,23,24,-1.4858954581403745,0.0,0.0,0.0,0.0,0.0,1.4858954581403745,0.0,0.0,0.0,0.0,0.0
212,3D_truss,19,24,-1.2280104567224135,0.0,0.0,0.0,0.0,0.0,1.2280104567224135,0.0,0.0,0.0,0.0,0.0
213,3D_truss,14,20,0.18255844313343061,0.0,0.0,0.0,0.0,0.0,-0.18255844313343061,0.0,0.0,0.0,0.0,0.0
214,3D_truss,15,21,-0.10410093029530465,0.0,0.0,0.0,0.0,0.0,0.10410093029530465,0.0,0.0,0.0,0.0,0.0
215,3D_truss,16,22,0.20953236781596019,0.0,0.0,0.0,0.0,0.0,-0.20953236781596019,0.0,0.0,0.0,0.0,0.0
216,3D_truss,17,23,-0.1041081733636613,0.0,0.0,0.0,0.0,0.0,0.1041081733636613,0.0,0.0,0.0,0.0,0.0
217,3D_truss,18,24,0.18255847537004755,0.0,0.0,0.0,0.0,0.0,-0.18255847537004755,0.0,0.0,0.0,0.0,0.0
218,3D_truss,15,20,0.9813336174667837,0.0,0.0,0.0,0.0,0.0,-0.9813336174667837,0.0,0.0,0.0,0.0,0.0
219,3D_truss,16,21,0.14066795666355603,0.0,0.0,0.0,0.0,0.0,-0.14066795666355603,0.0,0.0,0.0,0.0,0.0
220,3D_truss,16,23,0.1406777439692357,0.0,0.0,0.0,0.0,0.0,-0.1406777439692357,0.0,0.0,0.0,0.0,0.0
221,3D_truss,17,24,0.9813561162647186,0.0,0.0,0.0,0.0,0.0,-0.9813561162647186,0.0,0.0,0.0,0.0,0.0
222,3D_truss,15,22,-0.1415605229628074,0.0,0.0,0.0,0.0,0.0,0.1415605229628074,0.0,0.0,0.0,0.0,0.0
223,3D_truss,17,22,-0.14157325837743961,0.0,0.0,0.0,0.0,0.0,0.14157325837743961,0.0,0.0,0.0,0.0,0.0
301,3D_frame,2,25,0.00011729449657343773,-0.07663060981182046,-0.18255844313343061,0.04564421314026037,0.9158115048999544,-0.2872914296570183,-0.00011729449657343773,0.07663060981182046,0.18255844313343061,-0.04564421314026037,-0.0030192892327995935,-0.09586161940208382
302,3D_frame,25,26,-0.00011729449657343575,-0.0008526668070386045,-0.18488584659885632,0.08706455430192461,0.002799219430766442,0.09358323810987068,0.00011729449657343575,0.0008526668070386045,0.18488584659885632,-0.08706455430192461,0.9216300135635151,-0.09784657214506376
303,3D_frame,26,27,-0.00011729449657343751,0.0008526668070386045,0.18488584659885277,-0.08706455430192464,-0.9216300135635116,0.09784657214506376,0.00011729449657343751,-0.0008526668070386045,-0.18488584659885277,0.08706455430192464,-0.002799219430755784,-0.09358323810987068
304,3D_frame,27,14,0.00011729449657343553,0.07663060981182046,0.18255844313343506,-0.04564421314026035,0.0030192892327889354,0.09586161940208382,-0.00011729449657343553,-0.07663060981182046,-0.18255844313343506,0.04564421314026035,-0.9158115048999633,0.28729142965701837
305,3D_frame,3,28,-7.073266570827945e-05,-0.053596677807207505,-0.5173708138626374,0.004667136270104911,2.5814115240933333,-0.19700048650681556,7.073266570827945e-05,0.053596677807207505,0.5173708138626374,-0.004667136270104911,0.005442545219850103,-0.07098290252922212
