node_id,x,y,z,ux,uy,uz,rx,ry,rz,disp_mag,rot_mag
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,10.0,0.0,0.00047544263791477853,0.0006002612035088054,0.0,0.0,0.0,0.02535553987744238,0.0007657409577560827,0.02535553987744238
3,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02099346486940469,0.0,0.02099346486940469
