elem_id,type,node_i,node_j,L,axial_i_local,axial_j_local,axial_abs_max,shear_y_abs_max,shear_z_abs_max,torsion_abs_max,moment_y_abs_max,moment_z_abs_max,moment_abs_max,stress_axial_i,stress_axial_j,stress_axial_abs_max
101,3D_truss,1,2,18.176,-8.53418551717074,8.53418551717074,8.53418551717074,0.0,0.0,0.0,0.0,0.0,0.0,-8.53418551717074,8.53418551717074,8.53418551717074
102,3D_truss,2,3,18.176,-7.158135394223837,7.158135394223837,7.158135394223837,0.0,0.0,0.0,0.0,0.0,0.0,-7.158135394223837,7.158135394223837,7.158135394223837
103,3D_truss,3,4,18.176000000000002,-17.27305975262471,17.27305975262471,17.27305975262471,0.0,0.0,0.0,0.0,0.0,0.0,-17.27305975262471,17.27305975262471,17.27305975262471
104,3D_truss,4,5,18.175999999999995,-17.253211394052435,17.253211394052435,17.253211394052435,0.0,0.0,0.0,0.0,0.0,0.0,-17.253211394052435,17.253211394052435,17.253211394052435
105,3D_truss,5,6,18.176000000000002,-8.617541371447778,8.617541371447778,8.617541371447778,0.0,0.0,0.0,0.0,0.0,0.0,-8.617541371447778,8.617541371447778,8.617541371447778
106,3D_truss,6,7,18.17500000000001,-10.057440350936012,10.057440350936012,10.057440350936012,0.0,0.0,0.0,0.0,0.0,0.0,-10.057440350936012,10.057440350936012,10.057440350936012
107,3D_truss,1,8,27.02530251449556,12.641682570869156,-12.641682570869156,12.641682570869156,0.0,0.0,0.0,0.0,0.0,0.0,12.641682570869156,-12.641682570869156,12.641682570869156
108,3D_truss,8,9,18.176,12.066100462373825,-12.066100462373825,12.066100462373825,0.0,0.0,0.0,0.0,0.0,0.0,12.066100462373825,-12.066100462373825,12.066100462373825
109,3D_truss,9,10,18.176000000000002,12.090028288264193,-12.090028288264193,12.090028288264193,0.0,0.0,0.0,0.0,0.0,0.0,12.090028288264193,-12.090028288264193,12.090028288264193
110,3D_truss,10,11,18.175999999999995,13.71326356430625,-13.71326356430625,13.71326356430625,0.0,0.0,0.0,0.0,0.0,0.0,13.71326356430625,-13.71326356430625,13.71326356430625
111,3D_truss,11,12,18.176000000000002,13.704874816820261,-13.704874816820261,13.704874816820261,0.0,0.0,0.0,0.0,0.0,0.0,13.704874816820261,-13.704874816820261,13.704874816820261
112,3D_truss,7,12,27.02462996971467,14.95453116514567,-14.95453116514567,14.95453116514567,0.0,0.0,0.0,0.0,0.0,0.0,14.95453116514567,-14.95453116514567,14.95453116514567
113,3D_truss,2,8,20.0,-1.354010058385029,1.354010058385029,1.354010058385029,0.0,0.0,0.0,0.0,0.0,0.0,-1.354010058385029,1.354010058385029,1.354010058385029
114,3D_truss,3,9,20.0,0.05000000000001137,-0.05000000000001137,0.05000000000001137,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000000001137,-0.05000000000001137,0.05000000000001137
115,3D_truss,4,10,20.0,-6.415698946797761,6.415698946797761,6.415698946797761,0.0,0.0,0.0,0.0,0.0,0.0,-6.415698946797761,6.415698946797761,6.415698946797761
116,3D_truss,5,11,20.0,0.050000000000096634,-0.050000000000096634,0.050000000000096634,0.0,0.0,0.0,0.0,0.0,0.0,0.050000000000096634,-0.050000000000096634,0.050000000000096634
117,3D_truss,6,12,20.0,-2.419436537726341,2.419436537726341,2.419436537726341,0.0,0.0,0.0,0.0,0.0,0.0,-2.419436537726341,2.419436537726341,2.419436537726341
118,3D_truss,3,8,27.02530251449556,-10.744492742806656,10.744492742806656,10.744492742806656,0.0,0.0,0.0,0.0,0.0,0.0,-10.744492742806656,10.744492742806656,10.744492742806656
121,3D_truss,5,12,27.02530251449556,-11.618039855432862,11.618039855432862,11.618039855432862,0.0,0.0,0.0,0.0,0.0,0.0,-11.618039855432862,11.618039855432862,11.618039855432862
122,3D_truss,3,10,27.02530251449556,5.938304744376985,-5.938304744376985,5.938304744376985,0.0,0.0,0.0,0.0,0.0,0.0,5.938304744376985,-5.938304744376985,5.938304744376985
123,3D_truss,5,10,27.025302514495557,2.79856875586637,-2.79856875586637,2.79856875586637,0.0,0.0,0.0,0.0,0.0,0.0,2.79856875586637,-2.79856875586637,2.79856875586637
201,3D_truss,13,14,18.176,-8.530831292144542,8.530831292144542,8.530831292144542,0.0,0.0,0.0,0.0,0.0,0.0,-8.530831292144542,8.530831292144542,8.530831292144542
202,3D_truss,14,15,18.176,-7.152382519864869,7.152382519864869,7.152382519864869,0.0,0.0,0.0,0.0,0.0,0.0,-7.152382519864869,7.152382519864869,7.152382519864869
203,3D_truss,15,16,18.176000000000002,-17.320565135978466,17.320565135978466,17.320565135978466,0.0,0.0,0.0,0.0,0.0,0.0,-17.320565135978466,17.320565135978466,17.320565135978466
