elem_id,type,node_i,node_j,axial_i,shear_y_i,shear_z_i,torsion_i,moment_y_i,moment_z_i,axial_j,shear_y_j,shear_z_j,torsion_j,moment_y_j,moment_z_j
1,3D_frame,1,2,0.0,1.0,0.0,0.0,0.0,9.999999999999998,0.0,-1.0,0.0,0.0,0.0,-7.598088824778415e-16
